Order_Date,Time,Aging,Customer_Id,Gender,Device_Type,Customer_Login_Type,Product_Category,Product,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority,Payment_Method
2022-11-25 22:43:50,05:05:43,16,6f40b755-837d-4862-9b9a-d42623ea368e,Male,Mobile,Social Media,Home Appliances,effort,64.58,2,4.15,2.35,13.52,Medium,PayPal
2023-04-29 08:37:18,19:39:01,23,dc9f2511-10af-4918-bebb-d4e3464db68c,Male,Desktop,Guest,Electronics,ground,95.17,4,28.14,12.29,4.81,Medium,Debit Card
2022-11-28 22:30:16,13:31:24,24,32717de0-3092-4e55-a002-b81a3d3c47c3,Male,Desktop,Guest,Books,probably,629.8,5,161.45,115.76,12.95,Medium,Debit Card
2023-06-24 08:03:46,07:47:04,12,7553ea4c-00da-4574-a097-55bf08fc3d0e,Male,Tablet,Social Media,Clothing,hospital,745.44,2,35.53,139.65,17.46,Low,Debit Card
2023-08-15 11:42:11,02:00:56,19,bf4e8ff1-80a7-4ad8-8690-e6235238b1e6,Female,Mobile,Social Media,Books,just,108.97,1,7.08,2.06,10.93,Low,Cash on Delivery
2023-11-18 20:27:43,04:34:36,13,16374606-b450-4c77-bdd5-b229c142a64b,Male,Tablet,Guest,Electronics,so,262.82,2,1.81,21.41,19.45,Medium,Credit Card
2022-08-03 08:12:40,13:33:26,30,15247872-c08b-441c-a516-9f2f16b94182,Female,Desktop,Guest,Home Appliances,race,992.7,3,53.04,61.18,2.86,Low,Debit Card
2023-02-17 19:58:12,09:11:34,11,d6907e29-2e0f-4f45-9aac-ddf6b7597e59,Female,Desktop,Guest,Clothing,public,565.22,3,33.37,88.22,17.74,Medium,Debit Card
2022-02-25 21:28:36,19:11:45,24,4f3cbb06-5663-4ddf-ba54-84f01e3e4c5d,Female,Tablet,Social Media,Books,sport,34.94,2,2.37,4.5,11.11,Medium,Debit Card
2022-09-20 21:10:54,05:30:48,19,664b4d28-ee19-4903-bf7f-2edcecfaf7e9,Male,Desktop,Guest,Clothing,open,600.66,2,12.49,5.71,17.93,Low,Credit Card
2022-06-03 02:18:41,18:56:37,1,88fffa36-93ad-46e7-9d01-79dc0c464f89,Female,Mobile,Guest,Home Appliances,major,26.55,1,4.71,3.24,11.84,Medium,PayPal
2022-03-09 04:40:13,12:20:32,3,a22af23c-00aa-4ce0-b0be-ded0665cc4b0,Female,Mobile,Guest,Electronics,thought,550.67,2,96.47,20.24,6.36,Medium,Credit Card
2023-02-01 18:02:21,14:08:46,6,9f97f220-0b03-4e11-a49d-5597b5b51128,Female,Tablet,Social Media,Clothing,decide,520.52,4,155.24,39.89,2.8,Medium,PayPal
2022-12-24 00:55:25,21:21:30,26,c0b83fc0-af87-4599-9470-ec2360c626d7,Male,Desktop,Social Media,Books,service,651.29,5,35.08,60.49,1.01,Medium,Debit Card
2023-05-27 10:11:40,21:07:31,2,49fb6548-b21a-443f-ba7a-885adf382263,Male,Tablet,Guest,Clothing,stock,605.3,4,64.74,42.46,8.27,Medium,Cash on Delivery
2022-05-30 05:28:14,01:31:06,12,6ba09408-971d-4e38-844f-ae5d9c6ed787,Female,Tablet,Social Media,Books,east,932.57,2,145.03,155.32,18.82,Medium,Cash on Delivery
2022-06-06 23:41:51,09:42:38,7,4ec0f3f5-3b18-4346-bd43-4625881c859c,Male,Tablet,Social Media,Home Appliances,help,263.19,2,19.95,31.75,8.47,Low,Debit Card
2023-02-04 09:48:07,19:06:30,9,3b27740a-5ded-474b-b06c-625a543dd508,Female,Desktop,Guest,Clothing,power,502.89,3,25.17,62.2,19.33,Low,PayPal
2022-07-08 15:14:03,05:07:34,29,1509f061-7508-4f42-b5c9-26303cb04bd9,Female,Mobile,Social Media,Books,let,27.03,1,0.97,3.88,15.57,Low,Debit Card
2023-12-29 23:09:07,00:37:11,16,f28c5867-d7a8-4aec-b931-666663d529f4,Female,Tablet,Guest,Books,situation,24.4,1,0.82,2.91,12.07,Low,PayPal
2022-08-06 10:05:51,06:59:33,26,1d04854a-457f-48c7-a1c3-ffe998887b3f,Male,Mobile,Email,Electronics,interest,204.78,5,40.65,35.66,4.03,Medium,Credit Card
2022-01-28 06:46:00,04:24:08,19,dee99bbd-749a-4f67-af2f-81d39ba15f3d,Male,Mobile,Email,Home Appliances,agency,774.57,2,188.72,108.58,3.39,High,PayPal
2022-10-29 13:17:06,02:26:46,15,517b063f-b954-4ab7-8909-73ca2ac11bef,Female,Tablet,Social Media,Books,nor,788.63,4,93.17,79.12,11.74,High,Debit Card
2023-08-29 19:55:54,07:57:48,18,8826d779-0bda-48ce-bbe2-fa5e4807806e,Male,Mobile,Guest,Home Appliances,none,500.05,4,31.01,50.07,8.31,Low,Credit Card
2022-09-03 19:32:27,13:58:56,6,8173d519-4270-4a71-9bf6-e38e870db3c2,Male,Mobile,Guest,Books,meet,451.67,2,98.44,39.43,4.89,Low,PayPal
2023-12-06 18:10:50,21:14:56,21,efc87462-a63b-435e-96d8-d72e8f073891,Male,Tablet,Email,Electronics,situation,559.77,2,87.65,4.18,2.58,Low,Credit Card
2022-08-12 21:43:44,14:26:00,13,73e043d5-bfaa-477f-a05d-fd2a391fb473,Male,Tablet,Social Media,Clothing,blood,995.89,2,103.84,167.6,19.96,Medium,Cash on Delivery
2022-01-29 19:04:51,19:42:57,2,b446a658-4ae1-4b30-89a5-5d40351a0ea4,Male,Mobile,Guest,Electronics,wrong,631.99,1,135.67,5.4,11.83,Medium,Credit Card
2023-07-27 23:54:28,16:05:53,16,49cfeb5a-fa03-4e6a-9242-a6a1335a8cc2,Female,Tablet,Guest,Electronics,difference,421.61,4,32.16,1.77,16.57,High,Debit Card
2023-12-30 19:27:44,20:26:43,10,7152aa91-1064-4700-91c9-baa5a69d1a94,Female,Tablet,Email,Home Appliances,great,250.41,2,0.18,47.39,2.17,Medium,Credit Card
2023-08-17 02:17:54,09:23:25,21,1bdde54f-b05b-4cab-998f-1803c237a8be,Male,Desktop,Guest,Books,cost,773.1,1,4.58,84.01,4.16,High,Debit Card
2023-09-07 19:57:57,03:56:03,10,94fee41f-6fdf-4cb2-925f-17f574392b5a,Male,Desktop,Guest,Books,interest,54.9,2,9.99,8.07,18.93,High,PayPal
2022-08-23 14:31:38,02:28:30,11,a33ae413-9985-4ebf-9ff9-82bbe4645a75,Female,Desktop,Email,Electronics,loss,126.21,4,6.3,10.68,5.49,Medium,Credit Card
2022-05-01 17:44:00,11:07:48,10,68659847-5f25-4f8a-b810-a1c22513b494,Male,Tablet,Social Media,Clothing,picture,716.16,1,96.56,88.96,8.11,High,PayPal
2023-11-16 00:33:22,13:51:17,6,a68deb10-ae8b-4c96-880c-1c764721f928,Male,Mobile,Email,Books,seek,26.97,2,1.77,0.27,16.9,High,Cash on Delivery
2022-01-26 11:41:15,07:13:27,19,a631f348-9dbf-4774-99b4-1f28d2f59f8c,Female,Mobile,Email,Books,attorney,53.79,5,6.42,1.77,1.57,High,Cash on Delivery
2022-09-30 01:24:14,17:09:36,11,bf3c60ba-77a5-47fc-8d90-2d45f41e2846,Female,Desktop,Guest,Clothing,style,64.42,1,15.19,1.64,14.08,Medium,Cash on Delivery
2022-12-05 06:52:12,20:23:33,16,6cd089f7-107d-4d4b-bf9c-5c97d76ecbb1,Male,Desktop,Email,Electronics,down,424.36,5,46.44,83.53,16.28,High,PayPal
2023-08-22 04:45:42,02:23:20,15,e5e2fce8-5e63-4be8-a844-cdcdaa3117d7,Female,Desktop,Email,Books,really,502.22,4,123.14,56.54,6.02,Medium,Debit Card
2023-07-09 13:20:11,11:05:35,6,747e8c76-8234-4165-a729-da570472b5ce,Male,Desktop,Email,Home Appliances,may,900.12,3,113.07,30.61,6.41,Medium,Debit Card
2023-07-06 06:31:09,06:52:14,24,62177256-787b-4e78-a3d2-1edc952c6506,Male,Mobile,Social Media,Clothing,society,849.77,4,242.5,35.61,16.06,High,PayPal
2023-07-25 18:07:26,20:50:18,29,e6fdd7db-6a37-4a81-bcf8-c44aafdf05a9,Female,Mobile,Social Media,Clothing,raise,486.84,1,79.78,81.69,7.28,High,PayPal
2023-12-06 07:23:16,07:16:56,8,ff8d7ab3-0331-44af-960f-f9debb0c78e1,Female,Desktop,Guest,Electronics,assume,507.48,1,76.82,98.73,11.89,Low,PayPal
2022-05-09 13:52:42,10:49:59,2,abe609e0-8436-4ccb-b6f7-c589a774d0fe,Male,Tablet,Social Media,Home Appliances,indeed,191.79,1,10.78,26.03,2.49,Low,Credit Card
2023-03-02 06:00:17,15:28:40,22,fa8f29c6-8809-47aa-b37f-e54aba33093e,Female,Tablet,Email,Home Appliances,week,30.57,3,5.86,3.9,15.9,High,Cash on Delivery
2022-11-15 06:07:56,22:46:01,15,abb1596d-27e3-4ccd-b65e-6b15698026ce,Male,Mobile,Guest,Electronics,doctor,855.97,4,1.13,146.46,5.88,Medium,Cash on Delivery
2023-04-02 19:08:20,09:47:28,1,31595b1f-4124-4b8c-a321-8f8efbaf8d3a,Male,Tablet,Social Media,Clothing,region,133.59,2,16.39,15.77,3.25,Low,Cash on Delivery
2022-11-23 17:07:22,22:53:14,19,d8dd4bb4-28bc-4956-8ce3-f8cd6865af2a,Female,Desktop,Social Media,Clothing,middle,731.82,3,80.46,68.77,10.72,Low,Debit Card
2023-03-30 04:54:02,20:51:15,14,0f939edc-0cf5-4b2c-af2b-446d14acae5b,Male,Tablet,Guest,Books,both,863.38,1,151.96,24.9,11.89,High,Cash on Delivery
2022-11-10 01:57:37,14:12:20,11,fe639ea4-32f7-4123-9cf4-a85486dd6222,Female,Mobile,Email,Electronics,religious,354.87,4,48.42,13.45,17.43,High,PayPal
2022-07-08 16:31:49,09:51:24,17,11ab95f5-5f94-4089-89af-1635d7c44574,Female,Desktop,Email,Clothing,expert,967.91,1,12.5,84.51,10.89,Low,Cash on Delivery
2022-01-12 05:11:31,07:35:42,7,04f36f43-7214-46e1-bd2d-f605e21f2ddb,Male,Mobile,Email,Clothing,capital,817.48,4,194.46,38.76,7.93,Low,Debit Card
2022-03-03 11:28:45,03:50:20,28,f710d37a-ef46-4dd5-85d4-410e232db3a0,Male,Tablet,Guest,Clothing,glass,909.31,4,224.48,110.02,10.2,Medium,Debit Card
2023-06-10 07:38:58,15:37:24,15,5485023d-756b-46f3-a87d-d3de77e3a1d1,Female,Mobile,Email,Clothing,whether,499.71,2,140.44,43.89,17.19,Medium,PayPal
2023-09-01 16:49:05,06:24:30,18,c8f00bdb-0448-442a-8d6a-7c98a398b7e7,Male,Tablet,Guest,Electronics,because,853.22,2,136.03,63.78,18.56,Medium,Cash on Delivery
2022-11-11 01:42:56,14:11:03,22,447942c6-087e-4d69-940b-b912061c7f6a,Female,Desktop,Guest,Books,music,931.35,4,135.16,60.92,1.15,High,Debit Card
2023-10-29 15:25:03,13:23:46,11,eff959f0-8990-4aac-8ced-99552f76283e,Male,Mobile,Social Media,Books,cell,436.38,5,62.64,15.24,17.46,Medium,Credit Card
2022-12-20 03:25:42,12:40:09,7,20f14551-7d3e-482d-870b-e84279b34737,Female,Desktop,Guest,Books,work,216.01,4,43.01,38.15,19.91,Medium,PayPal
2023-10-03 22:54:38,07:57:39,10,298a6f18-f55d-4e7a-b443-6880695f91f9,Male,Mobile,Guest,Books,fast,253.67,2,35.07,19.03,18.95,High,Cash on Delivery
2023-07-22 19:48:27,09:15:55,16,c651faac-7998-4f05-8f3c-62ec919984d7,Male,Desktop,Email,Clothing,remain,167.31,1,32.93,29.98,3.53,Low,Credit Card
2023-10-06 12:16:35,12:34:13,12,ada1dcfb-db51-43e4-92c8-92669d9c9570,Male,Tablet,Email,Home Appliances,none,368.92,2,20.31,15.29,10.29,Medium,Credit Card
2023-02-24 12:51:13,19:13:36,5,fd806cae-6954-4518-bd22-3000c8058d75,Male,Mobile,Guest,Clothing,into,908.39,5,137.36,77.82,13.59,Medium,Credit Card
2022-10-16 04:23:19,19:20:37,22,2eded6b9-01c1-47c1-ae88-743ed168d8c2,Male,Tablet,Social Media,Books,generation,607.89,3,58.84,68.19,13.95,Medium,Credit Card
2022-02-19 21:43:03,19:28:43,9,3b117edc-d769-4412-a3ca-bd15452d4a29,Female,Tablet,Email,Books,pay,930.14,3,74.23,90.58,10.95,High,Cash on Delivery
2023-08-27 23:30:27,16:54:40,11,1db3da1b-2171-433e-981e-dec944bc59b1,Female,Desktop,Email,Clothing,analysis,955.47,4,6.12,97.58,16.3,Medium,PayPal
2022-06-22 05:02:38,16:20:52,3,efe67921-8067-4eda-9dcc-e2dd654e1235,Female,Tablet,Email,Books,condition,241.5,1,35.15,1.34,12.24,Medium,Cash on Delivery
2023-08-06 07:20:11,17:45:14,22,0efa6fc0-b3b6-4861-b6c5-2f522659c737,Female,Tablet,Guest,Home Appliances,even,39.93,2,3.69,0.69,10.35,Medium,Cash on Delivery
2023-10-20 08:22:33,16:20:28,13,a589d9b6-0a60-4da3-ad8f-03d889fb182b,Female,Tablet,Email,Electronics,husband,617.22,2,85.81,64.64,8.89,High,Debit Card
2023-05-29 12:51:52,17:12:09,8,88db64bf-c91e-45da-9675-c0c72dacaca2,Female,Tablet,Social Media,Electronics,information,978.64,3,190.23,113.93,3.36,High,PayPal
2023-05-27 21:17:58,05:28:19,3,68867fca-a873-4240-850d-67d7d09f0e7c,Female,Mobile,Guest,Books,sell,524.13,5,52.1,100.76,7.1,Low,Credit Card
2022-10-21 11:11:59,09:25:51,22,dbd3e034-2b4f-446e-9127-e5c00c45a8f0,Male,Tablet,Email,Home Appliances,service,932.61,4,88.27,12.2,6.01,Low,Cash on Delivery
2023-08-19 01:02:31,17:16:25,7,5733858a-94e4-493a-80bd-0c51c07a9a3a,Male,Mobile,Guest,Home Appliances,process,812.38,2,23.32,60.44,7.91,Medium,Cash on Delivery
2022-01-03 17:05:43,06:38:04,2,9172f30f-c2b9-44b8-80d8-98730f84fd08,Male,Mobile,Guest,Clothing,news,372.02,5,55.86,63.31,5.3,Medium,Credit Card
2023-12-02 08:33:25,23:08:39,25,fc23321a-e263-4db4-9eca-061b28701c96,Female,Desktop,Social Media,Books,force,937.11,2,226.91,47.67,11.87,High,Cash on Delivery
2023-03-25 09:57:32,14:51:00,29,0154a3a2-1180-4cc5-882d-08659a0ad3da,Male,Desktop,Social Media,Clothing,month,976.71,5,89.55,112.06,2.43,Low,Cash on Delivery
2023-05-27 19:12:37,19:42:01,17,f5be1136-012f-437b-b376-372ff064e5d5,Male,Mobile,Social Media,Home Appliances,let,615.02,4,5.18,37.94,1.32,High,Credit Card
2023-09-17 07:34:35,14:38:09,14,cd173183-8c5f-4b12-903f-6ab12b0184d9,Female,Desktop,Email,Electronics,do,506.67,2,134.27,101.33,8.01,Low,Debit Card
2022-12-07 02:05:17,17:24:46,5,603e2e82-7777-493a-8d56-34737c225304,Female,Tablet,Guest,Clothing,already,574.47,4,41.61,44.16,13.42,Low,Credit Card
2023-05-07 01:48:38,00:03:18,22,68403693-b057-4a47-9cea-e286bceaf40d,Male,Tablet,Social Media,Electronics,green,672.93,5,30.16,86.03,1.8,Low,Cash on Delivery
2022-07-30 15:04:49,15:03:05,6,fc9f4bd5-1e13-43ae-9cfb-3885dd06a134,Female,Tablet,Email,Clothing,human,590.59,5,46.29,75.58,12.02,High,Credit Card
2023-06-17 01:55:02,21:58:33,6,ab3ca53c-ec96-4c21-9805-2b38385e5d3d,Male,Desktop,Guest,Clothing,local,578.63,2,27.03,86.9,13.79,Medium,Debit Card
2022-06-29 22:26:00,07:24:41,25,ab8eaf6b-5393-4ae5-9674-2b5336894d06,Female,Desktop,Social Media,Clothing,standard,329.81,4,44.56,1.41,12.49,High,Cash on Delivery
2023-09-07 04:35:32,15:08:47,21,ecc33ef5-e01a-42ff-be46-8ac8baa13603,Female,Tablet,Guest,Home Appliances,player,405.35,1,118.58,72.03,2.56,High,Credit Card
2022-10-18 08:10:03,03:35:20,7,69f2d9f5-b50d-45c6-b560-77086a2c2638,Female,Tablet,Social Media,Electronics,fall,497.72,3,34.56,23.49,10.2,Low,Debit Card
2022-01-15 22:46:21,08:24:39,22,78a9dfa8-82e0-44bd-9c55-10d7f495c52a,Male,Mobile,Social Media,Home Appliances,phone,469.5,4,1.22,50.93,2.71,High,Debit Card
2023-12-06 22:17:03,13:29:04,4,129d647d-9312-4a45-bb09-dad9a012850a,Male,Desktop,Email,Home Appliances,threat,221.76,4,21.79,2.41,8.59,Medium,PayPal
2023-02-22 07:00:51,07:06:11,16,84bb81b0-5dc2-4db1-b1bc-522d4ff92117,Male,Mobile,Guest,Electronics,this,33.77,3,1.46,6.18,16.26,Medium,PayPal
2022-07-02 10:34:42,10:32:04,21,d4a7515d-1696-4b8a-9761-165dd15e42dd,Female,Desktop,Email,Books,which,725.37,5,154.32,136.29,4.69,High,Debit Card
2022-12-16 19:49:59,03:56:26,7,ec478e4e-cac5-4602-b102-aeec4b3b8ea9,Female,Tablet,Guest,Electronics,news,197.62,4,21.93,16.09,9.57,High,Debit Card
2023-10-15 23:14:14,13:46:06,30,3d0752d7-833a-4789-971a-6eef557bffa1,Female,Mobile,Social Media,Books,move,66.06,2,19.15,11.23,19.23,Low,Credit Card
2023-04-17 02:13:10,23:01:28,1,59afe216-bcf6-40ae-bc00-085f997b520b,Female,Mobile,Social Media,Books,media,915.62,4,211.76,48.62,7.57,High,Credit Card
2022-09-16 04:01:56,05:38:51,29,a6a4dab8-f0ef-46d8-8802-1e8a7955fa76,Male,Tablet,Guest,Electronics,too,482.27,1,10.62,68.79,10.79,Medium,Cash on Delivery
2022-09-08 07:15:41,01:17:26,19,ddd61921-c063-4f1a-b8b5-a8ed7f4f7cb0,Female,Tablet,Email,Home Appliances,kid,827.85,4,158.16,113.81,14.85,Low,Debit Card
2022-01-04 10:12:41,02:32:53,13,3ed2b880-03e3-4da8-bc37-e52e2565e632,Male,Tablet,Social Media,Electronics,avoid,416.73,4,83.46,39.16,12.8,Low,Debit Card
2022-09-27 22:21:27,03:36:58,28,ba0bd950-08dc-480f-9ef5-199bbe0d4434,Female,Desktop,Email,Home Appliances,picture,177.29,1,23.49,8.76,12.32,High,Debit Card
2023-05-14 21:16:19,12:57:32,18,685a252b-96c3-41cc-8480-5f269f3e6667,Female,Mobile,Guest,Electronics,more,864.05,2,238.47,19.18,4.64,High,Credit Card
2022-02-06 17:45:34,15:10:34,17,36905066-c313-4b2e-ad25-f8abbe6ef026,Female,Desktop,Social Media,Home Appliances,same,71.52,5,8.59,7.68,19.0,Medium,Debit Card
2023-05-09 03:49:49,20:34:04,14,d9b89b83-a70f-4d79-87eb-9af909bef111,Male,Mobile,Email,Clothing,Congress,880.29,1,137.89,123.68,12.96,Low,Cash on Delivery
2023-03-30 13:23:17,20:07:57,22,df8cc579-9ea1-4e38-9cdd-70c076ca1508,Female,Tablet,Email,Clothing,interest,840.49,3,134.51,19.54,16.07,Low,PayPal
2023-05-24 16:08:52,02:29:39,4,04f05024-7158-492e-b20b-87d87fc120b2,Male,Desktop,Guest,Home Appliances,able,586.7,5,11.39,43.66,1.05,Low,Credit Card
2023-07-26 16:05:13,11:52:01,28,e9f9e9d2-7579-4a5e-86bb-6c172802a81c,Male,Tablet,Social Media,Books,five,983.77,4,53.3,130.34,12.88,High,Debit Card
2023-11-11 22:05:56,08:43:45,20,757a08b9-8a6a-46fe-b66d-d71ac6ca86f3,Female,Desktop,Guest,Clothing,laugh,889.97,4,211.88,9.02,16.24,Medium,Cash on Delivery
2023-05-01 17:54:27,12:03:33,18,8471621e-5494-4e64-8098-1a0698f6ce62,Female,Desktop,Social Media,Books,else,526.65,2,70.65,83.45,11.18,Medium,Credit Card
2022-03-27 21:17:23,12:47:31,9,cd8d7c0e-bd0f-4a89-b7c8-f67e3d7855b4,Female,Mobile,Guest,Clothing,kid,774.41,1,45.67,94.22,19.2,Low,PayPal
2022-08-23 07:51:40,09:32:17,1,37df5ff3-a010-4aa4-ab00-42a015fd961f,Female,Desktop,Email,Electronics,bit,328.72,1,61.6,27.71,6.33,Low,Cash on Delivery
2022-02-16 04:14:01,20:19:11,17,19208c35-3811-4f0d-9f05-69da0b436b23,Female,Mobile,Guest,Books,animal,612.98,2,107.73,1.81,15.19,Low,Credit Card
2023-06-17 15:16:49,03:13:37,25,809d2366-a2c0-4ac7-a813-22230e81e58d,Male,Mobile,Guest,Electronics,PM,918.27,4,272.39,65.73,7.82,Low,PayPal
2023-09-10 06:39:20,22:20:47,24,8349a6e3-8758-4480-a669-cb2601980acf,Male,Tablet,Guest,Books,ground,342.09,4,73.31,19.18,3.18,High,PayPal
2022-12-23 09:15:13,11:09:28,4,aec49b6c-b197-4866-8e2d-28413237ec5c,Male,Tablet,Social Media,Home Appliances,group,72.79,1,17.59,12.28,13.72,Medium,Credit Card
2023-12-06 10:16:14,00:25:17,24,7fbb0c08-498c-4212-89cf-e8bce6bd307d,Female,Tablet,Guest,Home Appliances,theory,395.42,2,97.83,44.33,11.93,High,Debit Card
2022-11-14 16:47:21,01:04:10,14,f6ae702c-bc98-44ca-b719-829e67c11204,Male,Mobile,Email,Home Appliances,perform,403.16,4,31.78,59.96,1.15,High,Credit Card
2022-04-15 02:26:45,03:45:49,10,8256eee2-cbae-43e8-8266-207d86dc3190,Female,Tablet,Guest,Electronics,dream,292.75,4,13.43,56.81,9.34,High,PayPal
2023-07-06 04:27:27,17:24:58,21,531253bb-c9a0-4abf-aee7-d0e6f27eb679,Male,Desktop,Email,Electronics,show,863.15,1,16.62,156.03,7.83,Medium,Cash on Delivery
2022-08-24 14:16:56,12:52:03,29,49130c8c-02af-4f10-bece-c97c991b42fd,Female,Mobile,Social Media,Clothing,hot,187.68,4,45.05,34.04,6.49,Medium,PayPal
2023-05-30 20:14:24,14:34:10,24,b9923a4d-99c4-4ec9-8fe1-8ea1c09caaae,Female,Tablet,Social Media,Clothing,country,485.03,1,43.07,24.65,3.0,Medium,Debit Card
2022-07-07 08:42:59,02:29:40,22,d767674a-7bab-4ddc-9d39-a2fac0d6cccc,Male,Mobile,Social Media,Home Appliances,interest,549.47,2,74.01,31.7,9.02,Low,PayPal
2023-08-25 20:56:35,03:33:37,3,b63af6a6-c41f-40f3-81f6-a7581ccc459a,Male,Tablet,Guest,Books,start,618.55,4,103.06,66.12,17.51,Low,Cash on Delivery
2023-05-23 03:29:01,16:19:00,25,1d02c27c-c91f-418f-a910-18ab84e21c68,Female,Tablet,Email,Books,case,407.02,5,112.81,40.75,8.42,High,PayPal
2023-12-03 17:55:55,08:24:27,5,92b40fc4-f03d-4e81-8d9b-12a113534a54,Male,Desktop,Email,Home Appliances,guess,541.36,2,109.14,86.8,6.06,Medium,PayPal
2022-01-05 01:02:43,10:50:02,13,39e52936-ab9d-4bbd-bc6c-06bc9e20e9c1,Male,Tablet,Email,Electronics,Republican,246.04,3,18.27,48.66,17.29,Low,Cash on Delivery
2022-02-11 04:26:17,04:51:01,20,02bb10ae-dce1-4c2d-a037-eb88fe6bc3c0,Male,Tablet,Guest,Books,heavy,682.92,3,89.3,98.52,9.44,High,PayPal
2023-06-09 01:32:08,07:57:46,20,2b3f5682-3022-4ffe-8cbb-b681feb7b13c,Male,Desktop,Social Media,Electronics,always,902.0,4,229.76,2.61,2.71,Medium,Debit Card
2022-03-07 21:31:18,00:50:24,13,163c295f-3d8e-41a6-aa00-59efecc8914c,Male,Desktop,Social Media,Home Appliances,central,247.93,3,12.29,43.29,7.22,High,PayPal
